fonte,tipo_fonte,issn,isbn,ano,indexado,metodo
2017 IEEE/AIAA 36th Digital Avionics Systems Conference (DASC),conferencia,2155-7209,978-1-5386-0365-9,2017,True,ISBN
2018 21st International Conference of Computer and Information Technology (ICCIT),conferencia,,978-1-5386-9242-4,2018,True,ISBN
2024 Global Conference on Communications and Information Technologies (GCCIT),conferencia,,979-8-3503-8891-6,2024,True,ISBN
"2019 IEEE International Conferences on Ubiquitous Computing & Communications (IUCC) and Data Science and Computational Intelligence (DSCI) and Smart Computing, Networking and Services (SmartCNS)",conferencia,,978-1-7281-5209-7,2019,True,ISBN
"2022 IEEE International Multi-Conference on Engineering, Computer and Information Sciences (SIBIRCON)",conferencia,,978-1-6654-6480-2,2022,True,ISBN
2023 IEEE 21st International Conference on Industrial Informatics (INDIN),conferencia,2378-363X,978-1-6654-9313-0,2023,True,ISBN
"2022 International Conference on Smart Applications, Communications and Networking (SmartNets)",conferencia,,978-1-6654-8758-0,2022,True,ISBN
2017 IEEE 20th International Conference on Intelligent Transportation Systems (ITSC),conferencia,2153-0017,978-1-5386-1526-3,2017,True,ISSN_SERIE
2024 43rd International Conference of the Chilean Computer Science Society (SCCC),conferencia,2691-0632,979-8-3315-2789-1,2024,True,ISBN
"2022 IEEE 5th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",conferencia,2693-2776,978-1-6654-7968-4,2022,True,TITULO_FUZZY_ANO(100)
2025 12th International Conference on Soft Computing & Machine Intelligence (ISCMI),conferencia,2640-0146,979-8-3315-8691-1,2025,False,
"2022 10th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",conferencia,,978-1-6654-7433-7,2022,True,ISBN
2024 1st International Conference on Innovative Engineering Sciences and Technological Research (ICIESTR),conferencia,,979-8-3503-4863-7,2024,True,ISBN
2018 IEEE 27th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),conferencia,1524-4547,978-1-5386-6916-7,2018,True,ISBN
2014 IEEE 12th International Symposium on Applied Machine Intelligence and Informatics (SAMI),conferencia,,978-1-4799-3442-3,2014,True,ISBN
2019 IEEE 8th Data Driven Control and Learning Systems Conference (DDCLS),conferencia,,978-1-7281-1454-5,2019,True,ISBN
2023 2nd International Conference on Smart Cities 4.0,conferencia,,978-1-6654-7430-6,2023,True,ISBN
"2020 Seventh International Conference on Social Networks Analysis, Management and Security (SNAMS)",conferencia,,978-0-7381-1180-3,2020,True,ISBN
"2023 International Conference on Computer Science, Information Technology and Engineering (ICCoSITE)",conferencia,,979-8-3503-2095-4,2023,True,ISBN
2019 15th International Wireless Communications & Mobile Computing Conference (IWCMC),conferencia,2376-6506,978-1-5386-7747-6,2019,True,ISBN
2016 Eleventh International Conference on Digital Information Management (ICDIM),conferencia,,978-1-5090-2641-8,2016,False,
"2017 40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)",conferencia,,978-953-233-090-8,2017,False,
"2023 International Conference on Electrical, Communication and Computer Engineering (ICECCE)",conferencia,,979-8-3503-6969-4,2023,True,ISBN
2023 8th International Conference on Frontiers of Signal Processing (ICFSP),conferencia,,979-8-3503-0879-2,2023,True,ISBN
2023 China Automation Congress (CAC),conferencia,2688-0938,979-8-3503-0375-9,2023,True,ISBN
2013 IEEE International Conference on Big Data,conferencia,,978-1-4799-1293-3,2013,False,
"2016 5th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",conferencia,,978-1-5090-1489-7,2016,True,ISBN
2010 2nd IEEE International Conference on Information Management and Engineering,conferencia,,978-1-4244-5263-7,2010,False,
"2021 International Conference on Electronic Communications, Internet of Things and Big Data (ICEIB)",conferencia,,978-1-6654-3755-4,2021,True,ISBN
2018 IEEE Power & Energy Society General Meeting (PESGM),conferencia,1944-9933,978-1-5386-7703-2,2018,True,ISBN
2017 International Conference on Computing and Communication Technologies for Smart Nation (IC3TSN),conferencia,,978-1-5386-0627-8,2017,True,ISBN
2019 2nd International Conference on Artificial Intelligence and Big Data (ICAIBD),conferencia,,978-1-7281-0831-5,2019,True,ISBN
2018 4th International Conference on Science and Technology (ICST),conferencia,,978-1-5386-5813-0,2018,True,ISBN
2019 International Conference on Virtual Reality and Intelligent Systems (ICVRIS),conferencia,,978-1-7281-5050-5,2019,True,ISBN
IECON 2022 – 48th Annual Conference of the IEEE Industrial Electronics Society,conferencia,2577-1647,978-1-6654-8025-3,2022,True,ISBN
2014 International Conference on Future Internet of Things and Cloud,conferencia,,978-1-4799-4357-9,2014,False,
2015 International Conference on Green Computing and Internet of Things (ICGCIoT),conferencia,,978-1-4673-7910-6,2015,False,
2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),conferencia,,978-1-5090-2846-7,2016,True,ISBN
"2020 28th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",conferencia,2377-5750,978-1-7281-6582-0,2020,True,ISBN
2024 9th International Conference on Big Data Analytics (ICBDA),conferencia,,979-8-3503-5296-2,2024,True,ISBN
"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",conferencia,,978-1-7281-7037-4,2020,True,ISBN
2019 20th Asia-Pacific Network Operations and Management Symposium (APNOMS),conferencia,2576-8565,978-4-88552-320-5,2019,True,ISBN
2022 41st International Conference of the Chilean Computer Science Society (SCCC),conferencia,2691-0632,978-1-6654-5674-6,2022,True,ISBN
2025 8th International Symposium on Big Data and Applied Statistics (ISBDAS),conferencia,,979-8-3315-0719-0,2025,True,ISBN
2023 IEEE 20th International Conference on Software Architecture Companion (ICSA-C),conferencia,2768-4288,978-1-6654-6459-8,2023,True,ISBN
2014 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-4799-5666-1,2014,False,
"2025 7th International Conference on Signal Processing, Computing and Control (ISPCC)",conferencia,2643-8615,979-8-3315-3893-4,2025,True,ISBN
2022 11th International Conference On Software Process Improvement (CIMPS),conferencia,,979-8-3503-9896-0,2022,True,ISBN
2017 IEEE International Conference on Industrial Technology (ICIT),conferencia,,978-1-5090-5320-9,2017,True,ISBN
"2023 IEEE/ACM 23rd International Symposium on Cluster, Cloud and Internet Computing Workshops (CCGridW)",conferencia,,979-8-3503-0208-0,2023,True,ISBN
2022 International Conference on Information Processing and Network Provisioning (ICIPNP),conferencia,,978-1-6654-6405-5,2022,True,ISBN
2022 11th International Conference on System Modeling & Advancement in Research Trends (SMART),conferencia,2767-7362,978-1-6654-8734-4,2022,False,
2016 13th International Conference on Service Systems and Service Management (ICSSSM),conferencia,2161-1904,978-1-5090-2842-9,2016,True,ISBN
2025 8th International Conference on Artificial Intelligence and Big Data (ICAIBD),conferencia,2769-3554,979-8-3315-1936-0,2025,True,ISBN
2015 International Conference on Soft-Computing and Networks Security (ICSNS),conferencia,,978-1-4799-1753-2,2015,False,
2025 Thirteenth International Conference on Advanced Cloud and Big Data (CBD),conferencia,2573-301X,979-8-3315-7966-1,2025,False,
2020 IEEE 14th International Conference on Semantic Computing (ICSC),conferencia,2325-6516,978-1-7281-6332-1,2020,True,ISBN
"2022 IEEE International Conference on Electrical Engineering, Big Data and Algorithms (EEBDA)",conferencia,,978-1-6654-1606-1,2022,True,ISBN
2016 2nd International Conference on Cloud Computing Technologies and Applications (CloudTech),conferencia,,978-1-4673-8894-8,2016,True,ISBN
2020 IEEE International Conference on Services Computing (SCC),conferencia,2474-2473,978-1-7281-8789-1,2020,True,ISBN
2012 IEEE Aerospace Conference,conferencia,1095-323X,978-1-4577-0557-1,2012,True,ISSN_SERIE
Journal of Mobile Multimedia,periodico,1550-4654,,2022,True,ISSN
2024 IEEE 40th International Conference on Data Engineering (ICDE),conferencia,2375-026X,979-8-3503-1715-2,2024,True,ISBN
2016 ACM/IEEE 7th International Conference on Cyber-Physical Systems (ICCPS),conferencia,,978-1-5090-1772-0,2016,True,ISBN
2023 20th ACS/IEEE International Conference on Computer Systems and Applications (AICCSA),conferencia,2161-5330,979-8-3503-1943-9,2023,True,ISBN
2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),conferencia,,979-8-3503-2498-3,2023,True,ISBN
2024 International Russian Smart Industry Conference (SmartIndustryCon),conferencia,,979-8-3503-9504-4,2024,True,ISBN
"2018 Second International Conference on Electronics, Communication and Aerospace Technology (ICECA)",conferencia,,978-1-5386-0965-1,2018,True,ISBN
2019 Chinese Automation Congress (CAC),conferencia,2688-0938,978-1-7281-4094-0,2019,True,ISBN
2023 International Conference on Emerging Trends in Networks and Computer Communications (ETNCC),conferencia,,979-8-3503-1487-8,2023,True,ISBN
2023 IEEE 39th International Conference on Data Engineering (ICDE),conferencia,2375-026X,979-8-3503-2227-9,2023,True,ISBN
2025 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),conferencia,2380-8004,979-8-3315-6634-0,2025,True,ISBN
"2024 IEEE 2nd International Conference on Control, Electronics and Computer Technology (ICCECT)",conferencia,,979-8-3503-8095-8,2024,True,ISBN
2022 International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),conferencia,,978-1-6654-8962-1,2022,True,ISBN
"Proceedings of 2014 IEEE International Conference on Service Operations and Logistics, and Informatics",conferencia,,978-1-4799-6058-3,2014,True,ISBN
2020 RIVF International Conference on Computing and Communication Technologies (RIVF),conferencia,2162-786X,978-1-7281-5377-3,2020,True,ISBN
2017 5th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW),conferencia,,978-1-5386-3281-9,2017,False,
"2016 IEEE International Conference on Service Operations and Logistics, and Informatics (SOLI)",conferencia,,978-1-5090-2927-3,2016,True,ISBN
"2021 IEEE 20th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",conferencia,2324-9013,978-1-6654-1658-0,2021,True,ISBN
2020 IEEE 24th International Enterprise Distributed Object Computing Conference (EDOC),conferencia,2325-6362,978-1-7281-6473-1,2020,True,ISBN
IEEE Potentials,periodico,1558-1772,,2020,True,ISSN
"2017 International Conference on Recent Advances in Signal Processing, Telecommunications & Computing (SigTelCom)",conferencia,,978-1-5090-2291-5,2017,True,ISBN
2021 IEEE 15th International Conference on Semantic Computing (ICSC),conferencia,2325-6516,978-1-7281-8899-7,2021,True,ISBN
2020 IEEE 4th Conference on Energy Internet and Energy System Integration (EI2),conferencia,,978-1-7281-9606-0,2020,True,ISBN
Tsinghua Science and Technology,periodico,1007-0214,,2025,True,ISSN
"2017 7th International Conference on Cloud Computing, Data Science & Engineering - Confluence",conferencia,,978-1-5090-3519-9,2017,False,
2022 International Conference on Development and Application Systems (DAS),conferencia,,978-1-6654-8162-5,2022,True,ISBN
2016 International Conference on Communication and Electronics Systems (ICCES),conferencia,,978-1-5090-1066-0,2016,False,
2022 17th Iberian Conference on Information Systems and Technologies (CISTI),conferencia,2166-0727,978-9-8933-3436-2,2022,True,ISBN
2023 Fourth International Conference on Intelligent Data Science Technologies and Applications (IDSTA),conferencia,,979-8-3503-3925-3,2023,True,ISBN
2023 International Conference on Computer Applications Technology (CCAT),conferencia,,979-8-3503-0154-0,2023,True,ISBN
2014 IEEE 20th International Symposium on High Performance Computer Architecture (HPCA),conferencia,2378-203X,978-1-4799-3097-5,2014,True,ISBN
2022 3rd International Informatics and Software Engineering Conference (IISEC),conferencia,,978-1-6654-5995-2,2022,True,ISBN
2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),conferencia,,978-1-6654-1960-4,2021,False,
2024 28th International Conference on Methods and Models in Automation and Robotics (MMAR),conferencia,2835-2807,979-8-3503-6234-3,2024,True,ISBN
2020 Innovations in Intelligent Systems and Applications Conference (ASYU),conferencia,,978-1-7281-9136-2,2020,True,ISBN
"IEEE Transactions on Systems, Man, and Cybernetics: Systems",periodico,2168-2232,,2022,True,ISSN
2023 International Conference on Advancement in Computation & Computer Technologies (InCACCT),conferencia,,979-8-3503-9648-5,2023,True,ISBN
"2019 IEEE 4th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",conferencia,2381-0947,978-1-7281-1907-6,2019,True,ISBN
"2024 IEEE 48th Annual Computers, Software, and Applications Conference (COMPSAC)",conferencia,2836-3795,979-8-3503-7696-8,2024,True,ISBN
IEEE Transactions on Cloud Computing,periodico,2168-7161,,2024,True,ISSN
"2025 7th International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)",conferencia,2831-7262,979-8-3315-3183-6,2025,True,TITULO_FUZZY_ANO(95)
2024 IEEE 20th International Conference on e-Science (e-Science),conferencia,2325-3703,979-8-3503-6561-0,2024,True,ISBN
2016 IEEE 12th International Conference on e-Science (e-Science),conferencia,,978-1-5090-4273-9,2016,False,
2020 IEEE 5th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),conferencia,,978-1-7281-6024-5,2020,True,ISBN
Proceedings of the 2015 IEEE 9th International Conference on Semantic Computing (IEEE ICSC 2015),conferencia,,978-1-4799-7935-6,2015,True,ISBN
2021 IEEE International Conference on Emergency Science and Information Technology (ICESIT),conferencia,,978-1-6654-3531-4,2021,True,ISBN
2019 IEEE 3rd Conference on Energy Internet and Energy System Integration (EI2),conferencia,,978-1-7281-3137-5,2019,True,ISBN
2024 6th International Conference on Pattern Analysis and Intelligent Systems (PAIS),conferencia,,979-8-3503-5026-5,2024,True,ISBN
2021 IEEE 16th International Conference on the Experience of Designing and Application of CAD Systems (CADSM),conferencia,2572-7591,978-1-6654-3894-0,2021,False,
2019 Third International Conference on Inventive Systems and Control (ICISC),conferencia,,978-1-5386-3950-4,2019,True,ISBN
"2018 International Conference on Electronics, Control, Optimization and Computer Science (ICECOCS)",conferencia,,978-1-5386-7868-8,2018,True,ISBN
2015 48th Hawaii International Conference on System Sciences,conferencia,1530-1605,978-1-4799-7367-5,2015,True,ISBN
2016 IEEE 16th International Conference on Data Mining Workshops (ICDMW),conferencia,2375-9259,978-1-5090-5910-2,2016,True,ISSN_SERIE
2025 26th International Carpathian Control Conference (ICCC),conferencia,,979-8-3315-0127-3,2025,True,ISBN
2014 IEEE 30th International Conference on Data Engineering Workshops,conferencia,,978-1-4799-3481-2,2014,False,
2017 IEEE International Conference on Prognostics and Health Management (ICPHM),conferencia,,978-1-5090-5710-8,2017,True,ISBN
2022 12th International Conference on Advanced Computer Information Technologies (ACIT),conferencia,2770-5226,978-1-6654-1050-2,2022,True,ISSN_SERIE
2025 IEEE 23rd Jubilee International Symposium on Intelligent Systems and Informatics (SISY),conferencia,1949-0488,979-8-3315-9657-6,2025,True,ISBN
2015 5th International Conference on Information & Communication Technology and Accessibility (ICTA),conferencia,,978-1-4673-8749-1,2015,True,ISBN
2019 3rd International Conference on Trends in Electronics and Informatics (ICOEI),conferencia,,978-1-5386-9439-8,2019,True,ISBN
2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),conferencia,1946-0759,978-1-7281-0303-7,2019,True,ISBN
2017 International Electronics Symposium on Knowledge Creation and Intelligent Computing (IES-KCIC),conferencia,,978-1-5386-0716-9,2017,True,ISBN
2020 19th IEEE International Conference on Machine Learning and Applications (ICMLA),conferencia,,978-1-7281-8470-8,2020,True,ISBN
2023 IEEE 31st International Requirements Engineering Conference Workshops (REW),conferencia,2770-6834,979-8-3503-2691-8,2023,True,ISBN
2017 8th IEEE International Conference on Software Engineering and Service Science (ICSESS),conferencia,2327-0594,978-1-5386-0497-7,2017,True,ISSN_SERIE
2022 1st International Conference on Computational Science and Technology (ICCST),conferencia,,978-1-6654-7655-3,2022,True,ISBN
"2023 3rd International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)",conferencia,,979-8-3503-9836-6,2023,True,ISBN
2023 IEEE IAS Pulp and Paper Industry Conference (PPIC),conferencia,2575-7555,979-8-3503-0206-6,2023,False,
2019 IEEE 5th World Forum on Internet of Things (WF-IoT),conferencia,,978-1-5386-4980-0,2019,True,ISBN
2015 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-4799-9926-2,2015,False,
2023 Eleventh International Conference on Advanced Cloud and Big Data (CBD),conferencia,,979-8-3503-5337-2,2023,True,ISBN
2024 IEEE 30th International Symposium for Design and Technology in Electronic Packaging (SIITME),conferencia,2642-7036,979-8-3315-3951-1,2024,True,ISBN
2024 3rd International Conference on Energy and Electrical Power Systems (ICEEPS),conferencia,,979-8-3503-7513-8,2024,True,ISBN
2022 IEEE 6th Information Technology and Mechatronics Engineering Conference (ITOEC),conferencia,2693-289X,978-1-6654-3185-9,2022,True,ISBN
2024 50th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),conferencia,2376-9521,979-8-3503-8026-2,2024,True,ISBN
2025 IEEE International Conference on Computing (ICOCO),conferencia,,979-8-3315-7539-7,2025,True,ISBN
2019 IEEE 3rd International Electrical and Energy Conference (CIEEC),conferencia,,978-1-7281-1675-4,2019,True,ISBN
2017 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-5386-2715-0,2017,False,
2006 IEEE International Conference on Services Computing (SCC'06),conferencia,,0-7695-2670-5,2006,False,
2018 19th International Radar Symposium (IRS),conferencia,2155-5753,978-3-7369-9545-1,2018,True,ISBN
2023 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),conferencia,2155-5052,979-8-3503-2152-4,2023,True,ISBN
2019 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),conferencia,,978-1-7281-1867-3,2019,True,ISBN
2015 IEEE/ACM 2nd International Symposium on Big Data Computing (BDC),conferencia,,978-0-7695-5696-3,2015,True,ISBN
2015 11th International Conference on Innovations in Information Technology (IIT),conferencia,,978-1-4673-8511-4,2015,True,ISBN
2021 IEEE 22nd International Conference on Information Reuse and Integration for Data Science (IRI),conferencia,,978-1-6654-3875-9,2021,True,ISBN
2024 4th International Conference on Intelligent Communications and Computing (ICICC),conferencia,,979-8-3315-3036-5,2024,True,ISBN
2022 International Conference on Data Analytics for Business and Industry (ICDABI),conferencia,,978-1-6654-9058-0,2022,True,ISBN
2022 International Conference on Inventive Computation Technologies (ICICT),conferencia,2767-7788,978-1-6654-0837-0,2022,True,ISBN
2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),conferencia,2693-2865,978-1-6654-2207-9,2022,True,ISBN
"2022 IEEE 22nd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",conferencia,2693-9371,979-8-3503-1991-0,2022,True,ISBN
2016 6th International Conference - Cloud System and Big Data Engineering (Confluence),conferencia,,978-1-4673-8203-8,2016,False,
2024 International Conference on ICT for Smart Society (ICISS),conferencia,,979-8-3503-8965-4,2024,True,ISBN
2013 IEEE 13th International Conference on Data Mining Workshops,conferencia,2375-9259,978-1-4799-3142-2,2013,True,ISSN_SERIE
2017 IEEE Frontiers in Education Conference (FIE),conferencia,,978-1-5090-5920-1,2017,False,
2022 IEEE International Smart Cities Conference (ISC2),conferencia,2687-8860,978-1-6654-8561-6,2022,True,ISBN
"2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",conferencia,,979-8-3503-2759-5,2023,True,ISBN
"2018 IEEE 16th Intl Conf on Dependable, Autonomic and Secure Computing, 16th Intl Conf on Pervasive Intelligence and Computing, 4th Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress(DASC/PiCom/DataCom/CyberSciTech)",conferencia,,978-1-5386-7518-2,2018,True,ISBN
2019 International Conference on High Performance Computing & Simulation (HPCS),conferencia,,978-1-7281-4484-9,2019,True,ISBN
2024 9th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),conferencia,2832-3734,979-8-3503-7355-4,2024,True,ISBN
2022 IEEE 38th International Conference on Data Engineering (ICDE),conferencia,2375-026X,978-1-6654-0883-7,2022,True,ISBN
2024 IEEE 18th International Conference on Semantic Computing (ICSC),conferencia,2472-9671,979-8-3503-8535-9,2024,True,ISBN
2022 32nd Conference of Open Innovations Association (FRUCT),conferencia,2305-7254,978-952-69244-8-9,2022,True,ISBN
2019 International Conference on Information and Communications Technology (ICOIACT),conferencia,,978-1-7281-1655-6,2019,True,ISBN
"2021 IEEE 5th Information Technology,Networking,Electronic and Automation Control Conference (ITNEC)",conferencia,2693-3128,978-1-6654-1599-6,2021,True,TITULO_FUZZY_ANO(98)
2016 19th International Conference on Information Fusion (FUSION),conferencia,,978-0-9964-5274-8,2016,True,ISBN
2021 IEEE Third International Conference on Cognitive Machine Intelligence (CogMI),conferencia,,978-1-6654-1621-4,2021,True,ISBN
2022 IEEE 3rd KhPI Week on Advanced Technology (KhPIWeek),conferencia,,979-8-3503-9920-2,2022,True,ISBN
2023 IEEE 6th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications (CloudTech),conferencia,,979-8-3503-0306-3,2023,True,ISBN
2024 International Conference on Computer and Applications (ICCA),conferencia,,979-8-3503-6756-0,2024,True,ISBN
2019 IEEE 5th International Conference on Collaboration and Internet Computing (CIC),conferencia,,978-1-7281-6739-8,2019,True,ISBN
2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),conferencia,2153-0017,979-8-3503-9946-2,2023,True,ISBN
"2023 IEEE International Conference on Sensors, Electronics and Computer Engineering (ICSECE)",conferencia,,979-8-3503-1373-4,2023,True,ISBN
2021 IEEE International Workshop on Metrology for Industry 4.0 & IoT (MetroInd4.0&IoT),conferencia,,978-1-6654-1980-2,2021,True,ISBN
2013 IEEE 4th International Conference on Software Engineering and Service Science,conferencia,2327-0594,978-1-4673-5000-6,2013,True,ISSN_SERIE
2024 IEEE/ACM 3rd International Conference on AI Engineering – Software Engineering for AI (CAIN),conferencia,,979-8-4007-0591-5,2024,True,ISBN
2019 IEEE 16th International Conference on Smart Cities: Improving Quality of Life Using ICT & IoT and AI (HONET-ICT),conferencia,1949-4106,978-1-7281-3971-5,2019,True,ISBN
2024 9th International Conference on Smart and Sustainable Technologies (SpliTech),conferencia,,978-953-290-135-1,2024,True,ISBN
2020 International Conference on Intelligent Systems and Computer Vision (ISCV),conferencia,,978-1-7281-8041-0,2020,True,ISBN
2025 10th International Conference on Computer and Communication System (ICCCS),conferencia,2995-3251,979-8-3315-2314-5,2025,True,ISBN
"2020 International Symposium on Networks, Computers and Communications (ISNCC)",conferencia,,978-1-7281-5628-6,2020,True,ISBN
2019 IEEE International Conference on Big Data and Smart Computing (BigComp),conferencia,2375-9356,978-1-5386-7789-6,2019,True,ISBN
2018 IEEE 14th International Conference on e-Science (e-Science),conferencia,,978-1-5386-9156-4,2018,True,ISBN
2021 9th International Conference on Information and Education Technology (ICIET),conferencia,,978-1-6654-1933-8,2021,True,ISBN
2017 36th Chinese Control Conference (CCC),conferencia,1934-1768,978-988-15639-3-4,2017,True,ISBN
IEEE Embedded Systems Letters,periodico,1943-0671,,2023,True,ISSN
2024 IEEE 11th International Conference on Cyber Security and Cloud Computing (CSCloud),conferencia,2693-8928,979-8-3503-7698-2,2024,True,ISBN
"2017 International Conference on Big Data, IoT and Data Science (BID)",conferencia,,978-1-5090-6593-6,2017,True,ISBN
"2019 4th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)",conferencia,,978-1-7281-4689-8,2019,True,ISBN
2023 9th Annual International Conference on Network and Information Systems for Computers (ICNISC),conferencia,,979-8-3503-0668-2,2023,True,ISBN
"2024 IEEE 3rd International Conference on Electrical Engineering, Big Data and Algorithms (EEBDA)",conferencia,,979-8-3503-8098-9,2024,True,ISBN
Proceedings of the 38th Annual Hawaii International Conference on System Sciences,conferencia,1530-1605,0-7695-2268-8,2005,True,ISSN_SERIE
2021 Annual Reliability and Maintainability Symposium (RAMS),conferencia,2577-0993,978-1-7281-8017-5,2021,True,ISBN
2019 45th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),conferencia,,978-1-7281-3421-5,2019,False,
2024 2nd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),conferencia,,979-8-3503-2753-3,2024,True,ISBN
2024 International Conference on Advances in Electrical Engineering and Computer Applications (AEECA),conferencia,,979-8-3503-5526-0,2024,False,
IEEE/ACM Transactions on Computational Biology and Bioinformatics,periodico,1557-9964,,2024,True,ISSN
2022 26th International Conference on Information Technology (IT),conferencia,,978-1-6654-2127-0,2022,True,ISBN
2024 4th International Conference on Smart Grid and Energy Internet (SGEI),conferencia,,979-8-3503-6831-4,2024,True,ISBN
2023 16th International Conference on Developments in eSystems Engineering (DeSE),conferencia,,979-8-3503-8134-4,2023,True,ISBN
2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),conferencia,,978-1-6654-2484-4,2021,True,ISBN
2022 International Conference on Electrical Machines (ICEM),conferencia,2381-4802,978-1-6654-1432-6,2022,True,ISBN
IEEE Journal of Selected Topics in Signal Processing,periodico,1941-0484,,2022,True,ISSN
"2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)",conferencia,,978-1-5386-0435-9,2017,False,
2021 6th International Conference on Innovative Technology in Intelligent System and Industrial Applications (CITISIA),conferencia,,978-1-6654-1784-6,2021,True,ISBN
"2022 International Conference on Electrical, Computer and Energy Technologies (ICECET)",conferencia,,978-1-6654-7087-2,2022,True,ISBN
2023 IEEE International Conference on Digital Health (ICDH),conferencia,,979-8-3503-4103-4,2023,True,ISBN
2018 International Workshop on Big Geospatial Data and Data Science (BGDDS),conferencia,,978-1-5386-1437-2,2018,True,ISBN
2015 16th IEEE International Conference on Mobile Data Management,conferencia,2375-0324,978-1-4799-9972-9,2015,True,ISBN
IPSN-14 Proceedings of the 13th International Symposium on Information Processing in Sensor Networks,conferencia,,978-1-4799-3147-7,2014,False,
2016 18th International Conference on Transparent Optical Networks (ICTON),conferencia,2161-2064,978-1-5090-1467-5,2016,True,ISBN
2019 National Information Technology Conference (NITC),conferencia,2279-3895,978-1-7281-5569-2,2019,True,ISBN
2024 International Conference on INnovations in Intelligent SysTems and Applications (INISTA),conferencia,2768-7295,979-8-3503-6813-0,2024,True,ISBN
2022 IEEE International Conference on Blockchain (Blockchain),conferencia,,978-1-6654-6104-7,2022,True,ISBN
2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),conferencia,,978-1-7281-1664-8,2019,False,
"2025 IEEE/ACIS 29th International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",conferencia,2693-8421,979-8-3315-1258-3,2025,True,ISBN
TENCON 2019 - 2019 IEEE Region 10 Conference (TENCON),conferencia,2159-3450,978-1-7281-1895-6,2019,True,ISBN
2024 IEEE 8th Forum on Research and Technologies for Society and Industry Innovation (RTSI),conferencia,2687-6817,979-8-3503-6213-8,2024,True,ISBN
2023 3rd International Conference on Innovative Practices in Technology and Management (ICIPTM),conferencia,,979-8-3503-3623-8,2023,True,ISBN
2018 International Joint Conference on Neural Networks (IJCNN),conferencia,2161-4407,978-1-5090-6014-6,2018,True,ISBN
2024 International Conference on Smart Technologies for Sustainable Development Goals (ICSTSDG),conferencia,,979-8-3315-1628-4,2024,True,ISBN
